time,open,close,high,low
2021-04-27 00:00:00,1.20795,1.20895,1.20932,1.20570
2021-04-28 00:00:00,1.20894,1.21351,1.21356,1.20563
2021-04-29 00:00:00,1.21353,1.21249,1.21501,1.21023
2021-04-30 00:00:00,1.21248,1.20224,1.21268,1.20168
2021-05-02 00:00:00,1.20361,1.20274,1.20361,1.20249
2021-05-03 00:00:00,1.20274,1.20593,1.20762,1.20132
2021-05-04 00:00:00,1.20593,1.20148,1.20603,1.19991
2021-05-05 00:00:00,1.20148,1.20077,1.20268,1.19862
2021-05-06 00:00:00,1.20078,1.20655,1.20718,1.19933
2021-05-07 00:00:00,1.20654,1.21696,1.21716,1.20530
2021-05-09 00:00:00,1.21690,1.21708,1.21771,1.21614
2021-05-10 00:00:00,1.21707,1.21407,1.21784,1.21279
2021-05-11 00:00:00,1.21408,1.21444,1.21818,1.21232
2021-05-12 00:00:00,1.21444,1.20780,1.21523,1.20658
2021-05-13 00:00:00,1.20778,1.20769,1.21063,1.20515
2021-05-14 00:00:00,1.20770,1.21460,1.21479,1.20710
2021-05-16 00:00:00,1.21460,1.21500,1.21514,1.21405
2021-05-17 00:00:00,1.21500,1.21565,1.21689,1.21264
2021-05-18 00:00:00,1.21565,1.22227,1.22341,1.21538
2021-05-19 00:00:00,1.22227,1.21708,1.22453,1.21601
2021-05-20 00:00:00,1.21709,1.22252,1.22303,1.21692
2021-05-21 00:00:00,1.22253,1.21832,1.22400,1.21609
2021-05-23 00:00:00,1.21847,1.21809,1.21850,1.21724
2021-05-24 00:00:00,1.21808,1.22145,1.22301,1.21751
2021-05-25 00:00:00,1.22144,1.22472,1.22666,1.22117
2021-05-26 00:00:00,1.22473,1.21923,1.22631,1.21821
2021-05-27 00:00:00,1.21922,1.21931,1.22153,1.21754
2021-05-28 00:00:00,1.21932,1.21942,1.22051,1.21328
2021-05-30 00:00:00,1.22014,1.21896,1.22018,1.21894
2021-05-31 00:00:00,1.21897,1.22327,1.22346,1.21835
2021-06-01 00:00:00,1.22326,1.22177,1.22546,1.22120
2021-06-02 00:00:00,1.22177,1.22097,1.22267,1.21642
2021-06-03 00:00:00,1.22098,1.21302,1.22144,1.21185
2021-06-04 00:00:00,1.21302,1.21692,1.21859,1.21042
2021-06-06 00:00:00,1.21653,1.21669,1.21682,1.21628
2021-06-07 00:00:00,1.21668,1.21909,1.22020,1.21451
2021-06-08 00:00:00,1.21907,1.21727,1.21944,1.21645
2021-06-09 00:00:00,1.21728,1.21787,1.22182,1.21717
2021-06-10 00:00:00,1.21786,1.21731,1.21949,1.21436
2021-06-11 00:00:00,1.21729,1.21096,1.21932,1.20928
2021-06-13 00:00:00,1.21105,1.21099,1.21143,1.21055
2021-06-14 00:00:00,1.21099,1.21221,1.21307,1.20944
2021-06-15 00:00:00,1.21222,1.21249,1.21475,1.21014
2021-06-16 00:00:00,1.21250,1.19953,1.21350,1.19867
2021-06-17 00:00:00,1.19952,1.19134,1.20065,1.18920
2021-06-18 00:00:00,1.19133,1.18677,1.19252,1.18474
2021-06-20 00:00:00,1.18600,1.18707,1.18808,1.18584
2021-06-21 00:00:00,1.18706,1.19124,1.19215,1.18479
2021-06-22 00:00:00,1.19122,1.19367,1.19528,1.18811
2021-06-23 00:00:00,1.19366,1.19300,1.19702,1.19118
2021-06-24 00:00:00,1.19300,1.19283,1.19565,1.19178
2021-06-25 00:00:00,1.19282,1.19392,1.19754,1.19264
2021-06-27 00:00:00,1.19380,1.19418,1.19423,1.19337
2021-06-28 00:00:00,1.19418,1.19289,1.19447,1.19025
2021-06-29 00:00:00,1.19291,1.19005,1.19299,1.18779
2021-06-30 00:00:00,1.19006,1.18562,1.19092,1.18452
2021-07-01 00:00:00,1.18563,1.18459,1.18844,1.18375
2021-07-02 00:00:00,1.18458,1.18673,1.18744,1.18076
2021-07-04 00:00:00,1.18654,1.18560,1.18722,1.18559
2021-07-05 00:00:00,1.18559,1.18630,1.18807,1.18515
2021-07-06 00:00:00,1.18628,1.18225,1.18953,1.18070
2021-07-07 00:00:00,1.18226,1.17933,1.18365,1.17817
2021-07-08 00:00:00,1.17933,1.18466,1.18680,1.17837
2021-07-09 00:00:00,1.18467,1.18802,1.18813,1.18252
2021-07-11 00:00:00,1.18792,1.18727,1.18813,1.18679
2021-07-12 00:00:00,1.18726,1.18631,1.18803,1.18363
2021-07-13 00:00:00,1.18632,1.17752,1.18754,1.17723
2021-07-14 00:00:00,1.17750,1.18331,1.18399,1.17721
2021-07-15 00:00:00,1.18331,1.18117,1.18509,1.17965
2021-07-16 00:00:00,1.18117,1.18067,1.18223,1.17924
2021-07-18 00:00:00,1.18127,1.18127,1.18142,1.18039
2021-07-19 00:00:00,1.18129,1.17920,1.18247,1.17638
2021-07-20 00:00:00,1.17919,1.17815,1.18027,1.17559
2021-07-21 00:00:00,1.17815,1.17926,1.18049,1.17521
2021-07-22 00:00:00,1.17928,1.17727,1.18307,1.17575
2021-07-23 00:00:00,1.17728,1.17733,1.17868,1.17548
2021-07-25 00:00:00,1.17750,1.17733,1.17781,1.17707
2021-07-26 00:00:00,1.17734,1.18051,1.18175,1.17636
2021-07-27 00:00:00,1.18050,1.18207,1.18412,1.17701
2021-07-28 00:00:00,1.18207,1.18459,1.18497,1.17726
2021-07-29 00:00:00,1.18458,1.18906,1.18947,1.18410
2021-07-30 00:00:00,1.18905,1.18743,1.19088,1.18518
2021-08-01 00:00:00,1.18722,1.18665,1.18731,1.18625
2021-08-02 00:00:00,1.18665,1.18742,1.18971,1.18592
2021-08-03 00:00:00,1.18743,1.18696,1.18935,1.18538
2021-08-04 00:00:00,1.18695,1.18376,1.18999,1.18329
2021-08-05 00:00:00,1.18375,1.18336,1.18574,1.18282
2021-08-06 00:00:00,1.18335,1.17639,1.18336,1.17546
2021-08-08 00:00:00,1.17653,1.17478,1.17678,1.17425
2021-08-09 00:00:00,1.17481,1.17364,1.17691,1.17350
2021-08-10 00:00:00,1.17363,1.17198,1.17430,1.17098
2021-08-11 00:00:00,1.17199,1.17421,1.17545,1.17062
2021-08-12 00:00:00,1.17421,1.17359,1.17484,1.17238
2021-08-13 00:00:00,1.17359,1.17966,1.18048,1.17305
2021-08-15 00:00:00,1.17980,1.17944,1.18014,1.17920
2021-08-16 00:00:00,1.17943,1.17780,1.18010,1.17674
2021-08-17 00:00:00,1.17778,1.17095,1.17848,1.17022
2021-08-18 00:00:00,1.17095,1.17030,1.17434,1.16938
2021-08-19 00:00:00,1.17030,1.16767,1.17043,1.16659
2021-08-20 00:00:00,1.16767,1.17041,1.17047,1.16641
2021-08-22 00:00:00,1.17007,1.16972,1.17037,1.16931
2021-08-23 00:00:00,1.16972,1.17446,1.17504,1.16953
2021-08-24 00:00:00,1.17443,1.17530,1.17653,1.17274
2021-08-25 00:00:00,1.17531,1.17722,1.17750,1.17263
2021-08-26 00:00:00,1.17720,1.17539,1.17791,1.17461
2021-08-27 00:00:00,1.17540,1.17996,1.18027,1.17350
2021-08-29 00:00:00,1.17984,1.17984,1.18010,1.17944
2021-08-30 00:00:00,1.17986,1.17967,1.18101,1.17828
2021-08-31 00:00:00,1.17964,1.18102,1.18452,1.17956
2021-09-01 00:00:00,1.18103,1.18411,1.18574,1.17938
2021-09-02 00:00:00,1.18410,1.18739,1.18772,1.18344
2021-09-03 00:00:00,1.18740,1.18811,1.19093,1.18660
2021-09-05 00:00:00,1.18848,1.18858,1.18867,1.18796
2021-09-06 00:00:00,1.18859,1.18735,1.18862,1.18560
2021-09-07 00:00:00,1.18734,1.18433,1.18854,1.18376
2021-09-08 00:00:00,1.18432,1.18190,1.18513,1.18022
2021-09-09 00:00:00,1.18191,1.18233,1.18414,1.18053
2021-09-10 00:00:00,1.18235,1.18177,1.18513,1.18099
2021-09-12 00:00:00,1.18200,1.18118,1.18200,1.18089
2021-09-13 00:00:00,1.18117,1.18099,1.18172,1.17703
2021-09-14 00:00:00,1.18099,1.18026,1.18459,1.18003
2021-09-15 00:00:00,1.18027,1.18193,1.18321,1.17994
2021-09-16 00:00:00,1.18192,1.17651,1.18207,1.17507
2021-09-17 00:00:00,1.17652,1.17264,1.17891,1.17248
2021-09-19 00:00:00,1.17332,1.17295,1.17356,1.17235
2021-09-20 00:00:00,1.17296,1.17270,1.17367,1.17002
2021-09-21 00:00:00,1.17270,1.17231,1.17489,1.17151
2021-09-22 00:00:00,1.17232,1.16873,1.17557,1.16846
2021-09-23 00:00:00,1.16874,1.17402,1.17503,1.16837
2021-09-24 00:00:00,1.17402,1.17219,1.17479,1.17008
2021-09-26 00:00:00,1.17305,1.17229,1.17305,1.17176
2021-09-27 00:00:00,1.17230,1.16961,1.17254,1.16848
2021-09-28 00:00:00,1.16960,1.16863,1.17034,1.16685
2021-09-29 00:00:00,1.16863,1.16018,1.16903,1.15896
2021-09-30 00:00:00,1.16018,1.15740,1.16099,1.15627
2021-10-01 00:00:00,1.15739,1.16011,1.16075,1.15631
2021-10-03 00:00:00,1.16041,1.16068,1.16113,1.15946
2021-10-04 00:00:00,1.16070,1.16165,1.16402,1.15879
2021-10-05 00:00:00,1.16165,1.15958,1.16202,1.15807
2021-10-06 00:00:00,1.15958,1.15552,1.15981,1.15294
2021-10-07 00:00:00,1.15550,1.15595,1.15723,1.15476
2021-10-08 00:00:00,1.15594,1.15770,1.15862,1.15416
2021-10-10 00:00:00,1.15756,1.15656,1.15768,1.15639
2021-10-11 00:00:00,1.15657,1.15536,1.15869,1.15480
2021-10-12 00:00:00,1.15536,1.15306,1.15704,1.15244
2021-10-13 00:00:00,1.15307,1.15972,1.15996,1.15302
2021-10-14 00:00:00,1.15970,1.15907,1.16246,1.15842
2021-10-15 00:00:00,1.15905,1.16040,1.16189,1.15882
2021-10-17 00:00:00,1.15958,1.15967,1.16057,1.15949
2021-10-18 00:00:00,1.15966,1.16136,1.16225,1.15720
2021-10-19 00:00:00,1.16137,1.16314,1.16695,1.16135
2021-10-20 00:00:00,1.16317,1.16526,1.16588,1.16170
2021-10-21 00:00:00,1.16525,1.16250,1.16676,1.16197
2021-10-22 00:00:00,1.16251,1.16474,1.16558,1.16214
2021-10-24 00:00:00,1.16449,1.16393,1.16463,1.16359
2021-10-25 00:00:00,1.16395,1.16091,1.16651,1.15908
2021-10-26 00:00:00,1.16090,1.15966,1.16260,1.15851
2021-10-27 00:00:00,1.15965,1.15986,1.16262,1.15851
2021-10-28 00:00:00,1.15986,1.16825,1.16924,1.15824
2021-10-29 00:00:00,1.16824,1.15621,1.16901,1.15353
2021-10-31 00:00:00,1.15616,1.15565,1.15659,1.15556
2021-11-01 00:00:00,1.15566,1.15997,1.16094,1.15462
2021-11-02 00:00:00,1.15998,1.15792,1.16135,1.15754
2021-11-03 00:00:00,1.15793,1.16158,1.16168,1.15625
2021-11-04 00:00:00,1.16157,1.15557,1.16163,1.15283
2021-11-05 00:00:00,1.15557,1.15695,1.15734,1.15134
2021-11-07 00:00:00,1.15621,1.15684,1.15701,1.15587
2021-11-08 00:00:00,1.15687,1.15881,1.15951,1.15507
